,Team,Season_Yr,WP,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS_Perc,O_eFG_Perc,O_TOV_Perc,ORB_Perc,O_FT_per_FGA,D_eFG_Perc,D_TOV_Perc,DRB_Perc,D_FT_per_FGA
489,Houston Rockets,1999,0.58,2.32,-0.93,1.39,105.4,102.9,88.8,0.313,0.241,0.545,0.506,15.8,27.8,0.228,0.461,12.4,69.9,0.188
490,Charlotte Hornets,1999,0.5,-0.1,0.73,0.63,102.3,102.4,89.7,0.372,0.198,0.537,0.485,15.5,24.4,0.278,0.461,14.3,69.5,0.24
491,Minnesota Timberwolves,1999,0.52,0.38,-0.55,-0.17,101.9,101.5,91.0,0.264,0.095,0.481,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276
492,Sacramento Kings,1999,0.48,-0.42,-0.47,-0.89,102.7,103.1,96.0,0.3,0.219,0.514,0.479,14.7,30.6,0.205,0.471,13.7,67.7,0.176
493,Cleveland Cavaliers,1999,0.44,-1.72,0.78,-0.94,99.6,101.6,86.4,0.381,0.15,0.52,0.464,15.9,25.1,0.285,0.468,16.2,69.0,0.267
494,Toronto Raptors,1999,0.44,-1.64,0.33,-1.32,102.0,103.9,88.8,0.338,0.168,0.504,0.45,15.0,33.8,0.257,0.473,14.8,70.2,0.258
495,Seattle SuperSonics,1999,0.46,-1.08,-0.35,-1.43,105.0,106.2,89.6,0.341,0.226,0.519,0.481,14.3,31.9,0.232,0.489,14.1,68.6,0.213
496,Boston Celtics,1999,0.44,-1.86,0.11,-1.75,100.4,102.4,91.5,0.259,0.182,0.501,0.469,14.8,30.6,0.179,0.465,15.6,69.4,0.287
497,Washington Wizards,1999,0.42,-2.24,0.49,-1.75,101.2,103.7,89.8,0.302,0.146,0.507,0.468,14.1,28.2,0.213,0.474,15.1,69.5,0.273
498,Dallas Mavericks,1999,0.42,-2.4,-0.1,-2.5,102.3,104.9,89.0,0.3,0.148,0.502,0.459,13.2,29.8,0.218,0.476,13.3,69.1,0.212
499,Golden State Warriors,1999,0.4,-2.5,-0.13,-2.63,98.4,101.1,88.9,0.282,0.135,0.471,0.434,14.1,35.2,0.19,0.445,14.0,70.4,0.29
500,New Jersey Nets,1999,0.36,-3.78,0.58,-3.2,99.5,103.6,91.5,0.301,0.163,0.485,0.434,13.7,31.1,0.231,0.481,15.2,69.7,0.238
501,Denver Nuggets,1999,0.28,-6.6,-0.07,-6.67,103.1,110.4,90.5,0.332,0.231,0.511,0.459,13.9,30.1,0.253,0.499,13.2,69.2,0.248
502,Chicago Bulls,1999,0.18,-9.46,0.88,-8.58,92.4,103.0,88.1,0.309,0.159,0.47,0.424,15.1,26.8,0.219,0.483,15.3,71.7,0.241
503,Los Angeles Clippers,1999,0.22,-8.82,-0.12,-8.94,100.0,109.7,89.5,0.306,0.167,0.497,0.454,14.9,30.6,0.22,0.503,14.8,66.9,0.279
504,Vancouver Grizzlies,1999,0.22,-8.66,-0.28,-8.94,98.4,107.9,89.0,0.367,0.118,0.498,0.447,16.0,30.9,0.263,0.492,14.7,66.9,0.261
506,Los Angeles Lakers,2000,0.78,8.55,-0.14,8.41,107.3,98.2,93.3,0.346,0.153,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222
507,Portland Trail Blazers,2000,0.72,6.4,-0.04,6.36,107.9,100.8,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217
508,San Antonio Spurs,2000,0.707,5.94,-0.02,5.92,105.0,98.6,90.8,0.346,0.138,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73.0,0.188
509,Phoenix Suns,2000,0.683,5.22,0.02,5.24,104.6,99.0,94.0,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245
510,Utah Jazz,2000,0.659,4.46,0.05,4.52,107.3,102.3,89.6,0.337,0.134,0.54,0.49,14.3,29.5,0.26,0.477,15.0,73.2,0.256
511,Indiana Pacers,2000,0.659,4.6,-0.45,4.15,108.5,103.6,93.1,0.302,0.224,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197
512,Sacramento Kings,2000,0.598,2.91,0.12,3.04,105.0,102.1,99.3,0.277,0.227,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198
513,Miami Heat,2000,0.61,3.11,-0.36,2.75,104.5,101.0,89.7,0.283,0.186,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229
514,Minnesota Timberwolves,2000,0.585,2.52,0.14,2.67,106.1,103.4,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14.0,73.0,0.25
515,Charlotte Hornets,2000,0.598,2.67,-0.34,2.33,104.3,101.4,93.9,0.376,0.153,0.53,0.475,13.7,25.7,0.285,0.478,14.6,73.2,0.198
516,New York Knicks,2000,0.561,1.46,-0.16,1.3,102.5,100.9,89.2,0.283,0.147,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251
517,Seattle SuperSonics,2000,0.537,0.95,0.22,1.17,105.6,104.6,93.4,0.282,0.232,0.52,0.487,12.9,28.5,0.196,0.483,14.0,69.6,0.193
518,Detroit Pistons,2000,0.549,1.44,-0.31,1.13,107.3,105.8,95.7,0.378,0.184,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249
519,Philadelphia 76ers,2000,0.549,1.34,-0.32,1.02,101.5,100.0,92.7,0.329,0.095,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229
520,Orlando Magic,2000,0.524,0.68,-0.26,0.43,102.4,101.7,97.3,0.305,0.124,0.516,0.473,15.4,31.6,0.224,0.476,15.9,69.9,0.226
521,Milwaukee Bucks,2000,0.512,0.22,-0.28,-0.06,108.2,107.9,92.7,0.29,0.157,0.539,0.494,13.8,30.0,0.228,0.496,14.6,69.6,0.254
522,Dallas Mavericks,2000,0.476,-0.57,0.29,-0.29,106.6,107.2,94.9,0.248,0.188,0.532,0.49,12.6,25.5,0.2,0.488,14.2,66.1,0.21
523,Toronto Raptors,2000,0.5,-0.16,-0.3,-0.46,104.7,104.9,92.5,0.3,0.17,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247
524,Houston Rockets,2000,0.476,-0.87,0.3,-0.57,104.8,105.7,94.2,0.322,0.244,0.536,0.494,15.8,29.1,0.236,0.481,12.5,71.6,0.201
525,Boston Celtics,2000,0.476,-0.76,-0.24,-1.0,104.8,105.6,94.6,0.316,0.183,0.52,0.474,13.8,30.4,0.236,0.498,15.8,73.8,0.306
526,New Jersey Nets,2000,0.463,-1.04,-0.15,-1.18,105.1,106.3,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223
527,Denver Nuggets,2000,0.427,-2.12,0.36,-1.76,103.5,105.8,94.7,0.306,0.202,0.517,0.476,14.0,29.2,0.222,0.479,13.0,71.6,0.235
528,Washington Wizards,2000,0.39,-3.28,-0.19,-3.47,103.5,107.0,92.7,0.315,0.133,0.521,0.476,14.8,30.6,0.234,0.489,13.9,71.7,0.273
529,Cleveland Cavaliers,2000,0.378,-3.5,-0.14,-3.64,100.4,104.0,95.7,0.327,0.136,0.516,0.468,15.6,28.1,0.245,0.474,15.1,71.2,0.275
530,Vancouver Grizzlies,2000,0.305,-5.62,0.52,-5.1,102.3,108.5,91.0,0.32,0.139,0.524,0.474,15.8,30.1,0.247,0.502,14.1,70.6,0.231
531,Atlanta Hawks,2000,0.317,-5.38,-0.04,-5.41,102.0,107.9,91.7,0.292,0.12,0.503,0.46,14.1,31.7,0.217,0.481,11.3,71.0,0.196
532,Golden State Warriors,2000,0.244,-8.27,0.64,-7.63,99.8,108.4,95.4,0.301,0.15,0.484,0.444,13.9,32.6,0.21,0.499,14.6,69.1,0.259
533,Chicago Bulls,2000,0.183,-9.4,0.17,-9.23,94.2,104.6,89.4,0.338,0.167,0.49,0.443,18.0,29.9,0.24,0.484,14.5,69.9,0.24
534,Los Angeles Clippers,2000,0.159,-11.52,0.8,-10.73,97.8,110.1,93.9,0.27,0.188,0.499,0.458,14.9,26.1,0.202,0.507,13.1,69.6,0.22
536,San Antonio Spurs,2001,0.768,7.76,0.16,7.92,106.6,98.0,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182
537,Sacramento Kings,2001,0.695,5.82,0.25,6.07,105.6,99.6,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181
538,Utah Jazz,2001,0.671,4.7,0.31,5.0,107.6,102.4,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301
539,Dallas Mavericks,2001,0.646,4.28,0.32,4.61,107.1,102.6,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244
540,Portland Trail Blazers,2001,0.646,4.2,0.33,4.52,106.5,101.8,89.1,0.296,0.165,0.539,0.497,14.8,30.0,0.225,0.47,14.3,72.4,0.223
541,Los Angeles Lakers,2001,0.622,3.38,0.37,3.74,108.4,104.8,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234
542,Philadelphia 76ers,2001,0.659,4.28,-0.65,3.64,103.6,98.9,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186
543,Milwaukee Bucks,2001,0.634,3.88,-0.74,3.14,108.8,104.6,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253
544,Houston Rockets,2001,0.585,2.29,0.42,2.71,106.7,104.2,90.4,0.321,0.217,0.538,0.492,14.0,27.5,0.244,0.475,12.6,71.9,0.206
545,Phoenix Suns,2001,0.585,2.21,0.42,2.63,100.3,98.0,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252
546,New York Knicks,2001,0.61,2.63,-0.65,1.98,101.2,98.2,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24
547,Minnesota Timberwolves,2001,0.549,1.35,0.46,1.81,105.2,103.7,91.8,0.253,0.131,0.523,0.482,13.0,28.6,0.199,0.478,14.2,71.9,0.238
548,Miami Heat,2001,0.585,2.29,-0.57,1.73,101.1,98.5,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214
549,Toronto Raptors,2001,0.585,2.26,-0.57,1.69,105.9,103.4,90.9,0.285,0.167,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212
550,Charlotte Hornets,2001,0.585,2.1,-0.65,1.45,101.8,99.5,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222
551,Seattle SuperSonics,2001,0.5,0.02,0.52,0.55,105.6,105.6,91.6,0.299,0.176,0.53,0.491,14.3,29.1,0.219,0.488,13.9,69.8,0.199
552,Orlando Magic,2001,0.537,0.99,-0.6,0.39,103.2,102.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29
553,Indiana Pacers,2001,0.488,-0.2,-0.57,-0.77,102.0,102.2,89.4,0.312,0.18,0.519,0.471,14.5,27.0,0.239,0.452,12.8,71.4,0.235
554,Denver Nuggets,2001,0.415,-2.46,0.64,-1.83,103.7,106.3,92.6,0.286,0.21,0.511,0.47,12.8,28.3,0.211,0.476,12.1,71.8,0.223
555,Detroit Pistons,2001,0.439,-1.7,-0.39,-2.08,100.0,101.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14.0,72.2,0.233
556,Los Angeles Clippers,2001,0.39,-2.89,0.66,-2.23,101.3,104.5,89.6,0.319,0.164,0.514,0.476,14.9,28.3,0.221,0.466,12.0,71.1,0.217
557,Boston Celtics,2001,0.427,-2.13,-0.26,-2.4,101.4,103.7,92.6,0.338,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16.0,72.7,0.256
558,Cleveland Cavaliers,2001,0.341,-4.24,-0.23,-4.48,100.3,104.9,91.2,0.312,0.101,0.509,0.459,15.4,29.7,0.239,0.477,14.1,71.1,0.248
559,Vancouver Grizzlies,2001,0.305,-5.73,0.79,-4.94,99.6,105.8,91.7,0.289,0.145,0.51,0.464,14.9,26.1,0.223,0.491,13.8,69.8,0.194
560,New Jersey Nets,2001,0.317,-5.05,-0.25,-5.3,100.0,105.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70.0,0.258
561,Atlanta Hawks,2001,0.317,-5.21,-0.34,-5.55,98.7,104.3,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.206,0.472,13.8,70.8,0.249
562,Washington Wizards,2001,0.28,-6.67,-0.08,-6.75,100.6,107.8,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.236
563,Golden State Warriors,2001,0.207,-9.05,0.94,-8.11,97.8,107.4,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.199,0.504,15.0,69.7,0.227
564,Chicago Bulls,2001,0.195,-9.1,0.01,-9.09,97.2,107.3,89.3,0.298,0.148,0.495,0.45,15.1,26.6,0.22,0.499,14.3,70.3,0.254
566,Sacramento Kings,2002,0.744,7.61,0.0,7.61,109.0,101.1,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185
567,Los Angeles Lakers,2002,0.732,7.12,0.03,7.15,109.4,101.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13.0,72.0,0.233
568,San Antonio Spurs,2002,0.72,6.21,0.07,6.28,106.5,99.7,90.0,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189
569,Dallas Mavericks,2002,0.646,4.26,0.16,4.41,112.2,107.7,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239
570,New Jersey Nets,2002,0.646,4.16,-0.49,3.67,104.0,99.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213
571,Minnesota Timberwolves,2002,0.622,3.38,0.2,3.58,109.0,105.3,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218
572,Seattle SuperSonics,2002,0.61,3.02,0.22,3.24,108.9,105.6,89.0,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206
573,Portland Trail Blazers,2002,0.61,2.99,0.22,3.21,107.4,104.0,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202
574,Boston Celtics,2002,0.585,2.21,-0.46,1.75,103.4,101.0,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245
575,Detroit Pistons,2002,0.585,2.13,-0.45,1.69,104.8,102.4,90.0,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206
576,Philadelphia 76ers,2002,0.561,1.6,-0.33,1.27,102.1,100.3,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208
577,Orlando Magic,2002,0.561,1.57,-0.32,1.25,107.0,105.3,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215
578,Utah Jazz,2002,0.537,0.89,0.32,1.21,105.6,104.6,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286
579,Charlotte Hornets,2002,0.537,0.96,-0.4,0.57,104.3,103.3,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226
580,Indiana Pacers,2002,0.512,0.27,-0.34,-0.07,104.1,103.8,91.9,0.328,0.182,0.527,0.477,14.2,27.0,0.253,0.469,13.2,71.0,0.227
581,Los Angeles Clippers,2002,0.488,-0.46,0.38,-0.09,105.5,106.0,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194
582,Phoenix Suns,2002,0.476,-0.68,0.39,-0.3,103.3,104.0,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227
583,Milwaukee Bucks,2002,0.488,-0.22,-0.4,-0.62,106.9,107.1,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12.0,70.9,0.217
584,Toronto Raptors,2002,0.488,-0.44,-0.27,-0.71,102.6,103.1,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237
585,Washington Wizards,2002,0.451,-1.4,-0.17,-1.58,104.8,106.4,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13.0,71.4,0.214
586,Miami Heat,2002,0.439,-1.54,-0.31,-1.84,98.5,100.2,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74.0,0.249
587,Cleveland Cavaliers,2002,0.378,-3.33,-0.19,-3.52,104.6,108.2,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226
588,New York Knicks,2002,0.354,-3.99,-0.16,-4.15,101.5,105.9,89.7,0.274,0.206,0.514,0.468,14.0,25.6,0.216,0.479,12.9,71.9,0.236
589,Houston Rockets,2002,0.329,-4.89,0.58,-4.31,103.1,108.6,88.2,0.286,0.223,0.507,0.465,13.4,29.0,0.211,0.491,11.5,69.8,0.178
590,Atlanta Hawks,2002,0.354,-4.23,-0.18,-4.41,101.8,106.4,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218
591,Golden State Warriors,2002,0.317,-5.4,0.61,-4.8,102.8,108.5,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232
592,Denver Nuggets,2002,0.293,-5.82,0.63,-5.19,101.4,107.8,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245
593,Memphis Grizzlies,2002,0.244,-7.44,0.7,-6.74,98.2,106.3,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68.0,0.197
594,Chicago Bulls,2002,0.22,-8.54,0.02,-8.52,98.2,107.6,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.497,13.7,71.4,0.239
596,Dallas Mavericks,2003,0.756,7.78,0.12,7.9,110.7,102.3,92.5,0.257,0.239,0.543,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221
597,Sacramento Kings,2003,0.72,6.5,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204
598,San Antonio Spurs,2003,0.695,5.41,0.23,5.65,105.6,99.7,90.0,0.348,0.202,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199
599,New Jersey Nets,2003,0.683,5.22,-0.8,4.42,103.8,98.1,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225
600,Detroit Pistons,2003,0.634,3.68,-0.71,2.97,104.1,99.9,86.8,0.322,0.237,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74.0,0.225
601,Portland Trail Blazers,2003,0.598,2.61,0.36,2.97,105.5,102.6,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.194
602,Indiana Pacers,2003,0.622,3.49,-0.7,2.79,104.6,100.8,91.6,0.344,0.169,0.522,0.469,13.7,29.0,0.263,0.458,14.3,72.3,0.228
603,Utah Jazz,2003,0.585,2.39,0.37,2.76,105.5,102.8,89.3,0.38,0.104,0.537,0.486,16.0,32.5,0.283,0.468,15.2,70.2,0.256
604,Los Angeles Lakers,2003,0.585,2.33,0.38,2.71,107.2,104.7,92.5,0.311,0.199,0.528,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241
605,Minnesota Timberwolves,2003,0.573,2.07,0.39,2.46,106.1,103.8,91.9,0.268,0.118,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203
606,Houston Rockets,2003,0.561,1.48,0.42,1.89,104.3,102.6,88.8,0.316,0.196,0.522,0.474,14.8,30.3,0.243,0.462,12.6,72.4,0.209
607,Philadelphia 76ers,2003,0.585,2.3,-0.55,1.76,105.0,102.5,91.4,0.339,0.119,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243
608,Phoenix Suns,2003,0.537,1.13,0.43,1.57,103.7,102.5,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.211,0.47,14.8,70.3,0.222
609,New Orleans Hornets,2003,0.573,2.11,-0.59,1.52,103.9,101.6,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.219,0.464,14.0,73.1,0.226
610,Seattle SuperSonics,2003,0.5,-0.12,0.49,0.37,103.7,103.9,88.0,0.27,0.196,0.512,0.472,12.8,28.1,0.201,0.484,14.3,71.8,0.21
611,Milwaukee Bucks,2003,0.512,0.23,-0.48,-0.24,108.8,108.6,90.4,0.287,0.229,0.543,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237
612,Orlando Magic,2003,0.5,0.13,-0.53,-0.39,105.2,105.0,93.1,0.307,0.235,0.526,0.478,13.3,27.0,0.239,0.486,15.1,71.1,0.25
613,Golden State Warriors,2003,0.463,-1.13,0.54,-0.6,108.3,109.5,94.2,0.343,0.178,0.526,0.472,13.9,35.0,0.267,0.482,12.2,67.9,0.22
614,Boston Celtics,2003,0.488,-0.39,-0.36,-0.75,101.2,101.6,90.9,0.306,0.331,0.514,0.47,13.4,23.6,0.227,0.471,15.1,72.5,0.242
615,Washington Wizards,2003,0.463,-1.01,-0.46,-1.47,103.0,104.1,88.2,0.325,0.127,0.513,0.46,13.0,27.3,0.253,0.477,13.8,71.6,0.212
616,New York Knicks,2003,0.451,-1.35,-0.26,-1.61,104.7,106.2,90.7,0.241,0.235,0.528,0.486,13.4,24.4,0.196,0.485,13.7,71.8,0.261
617,Memphis Grizzlies,2003,0.39,-3.23,0.63,-2.6,103.9,107.3,92.7,0.287,0.19,0.526,0.487,14.2,27.0,0.212,0.491,13.4,68.7,0.197
618,Los Angeles Clippers,2003,0.354,-4.12,0.68,-3.45,102.3,106.8,91.3,0.335,0.182,0.516,0.467,14.8,29.1,0.252,0.481,13.1,70.2,0.222
619,Atlanta Hawks,2003,0.378,-3.56,-0.31,-3.87,102.3,106.1,91.0,0.313,0.177,0.527,0.476,15.7,27.9,0.248,0.469,12.1,70.4,0.222
620,Miami Heat,2003,0.305,-5.05,-0.08,-5.13,96.7,102.4,87.8,0.259,0.169,0.483,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257
621,Chicago Bulls,2003,0.329,-5.13,-0.17,-5.31,100.2,105.6,93.5,0.3,0.148,0.512,0.471,15.4,27.7,0.217,0.47,13.3,69.5,0.263
622,Toronto Raptors,2003,0.293,-5.87,-0.23,-6.1,100.5,107.0,89.9,0.282,0.179,0.497,0.458,13.6,28.2,0.203,0.489,13.1,70.7,0.226
623,Denver Nuggets,2003,0.207,-8.28,0.87,-7.41,92.2,101.3,91.0,0.283,0.126,0.469,0.428,17.1,31.3,0.198,0.477,16.5,73.3,0.29
624,Cleveland Cavaliers,2003,0.195,-9.62,0.04,-9.59,96.5,106.7,94.0,0.298,0.133,0.491,0.444,16.4,31.0,0.223,0.484,13.0,73.2,0.252
626,San Antonio Spurs,2004,0.756,7.22,0.29,7.51,102.2,94.1,89.2,0.322,0.177,0.511,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215
627,Minnesota Timberwolves,2004,0.695,5.49,0.37,5.86,105.9,99.7,89.0,0.265,0.137,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215
628,Sacramento Kings,2004,0.671,5.01,0.4,5.41,110.3,104.9,92.8,0.305,0.223,0.554,0.507,13.0,26.0,0.242,0.483,13.7,69.8,0.193
629,Detroit Pistons,2004,0.72,5.84,-0.81,5.04,102.0,95.4,87.9,0.328,0.153,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202
630,Indiana Pacers,2004,0.707,5.76,-0.82,4.93,103.8,97.2,87.5,0.319,0.203,0.52,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218
631,Dallas Mavericks,2004,0.646,4.44,0.42,4.86,112.1,107.4,93.2,0.256,0.201,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214
632,Los Angeles Lakers,2004,0.634,3.9,0.45,4.35,105.5,101.3,92.3,0.352,0.167,0.522,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222
633,Memphis Grizzlies,2004,0.585,2.44,0.52,2.95,104.8,102.2,91.4,0.322,0.197,0.522,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251
634,Houston Rockets,2004,0.573,1.73,0.55,2.28,100.9,99.0,87.8,0.286,0.227,0.528,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233
635,New Jersey Nets,2004,0.598,2.5,-0.63,1.88,100.8,98.0,89.4,0.291,0.176,0.515,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221
636,Denver Nuggets,2004,0.537,1.07,0.58,1.65,103.9,102.7,93.3,0.319,0.146,0.517,0.467,14.2,30.5,0.245,0.481,15.6,69.3,0.221
637,Milwaukee Bucks,2004,0.537,1.06,-0.64,0.42,106.5,105.4,91.6,0.33,0.172,0.528,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213
638,Seattle SuperSonics,2004,0.476,-0.63,0.66,0.02,107.3,108.0,89.9,0.27,0.294,0.54,0.501,13.9,27.2,0.207,0.487,13.9,68.5,0.237
639,Golden State Warriors,2004,0.476,-0.73,0.66,-0.07,103.0,103.8,89.8,0.311,0.197,0.517,0.475,14.1,28.4,0.226,0.476,13.3,72.1,0.211
640,Miami Heat,2004,0.524,0.52,-0.65,-0.13,102.2,101.7,88.0,0.298,0.211,0.51,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26
641,Utah Jazz,2004,0.451,-1.22,0.69,-0.53,101.9,103.3,86.6,0.356,0.127,0.509,0.456,16.1,34.1,0.266,0.468,15.4,72.4,0.319
642,Portland Trail Blazers,2004,0.451,-1.27,0.69,-0.58,103.7,105.1,86.2,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.482,13.3,70.0,0.186
643,New Orleans Hornets,2004,0.5,-0.1,-0.62,-0.72,102.3,102.4,89.1,0.293,0.252,0.505,0.46,14.1,30.6,0.22,0.476,15.0,71.3,0.218
644,New York Knicks,2004,0.439,-1.48,-0.49,-1.97,101.7,103.3,89.5,0.266,0.171,0.518,0.474,15.1,28.0,0.211,0.461,13.2,72.8,0.259
645,Boston Celtics,2004,0.451,-1.45,-0.54,-1.99,102.1,103.7,93.2,0.327,0.249,0.532,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24
646,Phoenix Suns,2004,0.366,-3.74,0.8,-2.94,101.4,105.5,92.6,0.28,0.18,0.515,0.475,14.3,26.6,0.209,0.482,14.7,69.9,0.24
647,Philadelphia 76ers,2004,0.402,-2.49,-0.46,-2.95,99.1,101.9,88.0,0.321,0.158,0.505,0.456,15.5,28.2,0.242,0.467,14.7,70.7,0.231
648,Cleveland Cavaliers,2004,0.402,-2.62,-0.44,-3.07,101.4,104.2,90.8,0.301,0.116,0.498,0.451,13.7,31.1,0.226,0.469,12.3,73.0,0.221
649,Toronto Raptors,2004,0.378,-3.01,-0.4,-3.42,97.0,100.4,86.8,0.26,0.204,0.495,0.454,14.1,23.8,0.195,0.449,14.1,70.1,0.241
650,Los Angeles Clippers,2004,0.341,-4.59,0.84,-3.74,103.5,108.5,91.0,0.35,0.156,0.512,0.453,15.0,32.8,0.275,0.494,12.9,70.0,0.231
